계약일,단지명,전용면적(㎡),거래금액(만원),시군구
2022-03-15,포항자이 디오션,84.97,"62,820",경상북도 포항북구 항구동
2022-03-15,포항자이 디오션,84.92,"62,370",경상북도 포항북구 항구동
2022-03-15,포항자이 디오션,84.97,"59,620",경상북도 포항북구 항구동
2022-03-15,포항자이 디오션,84.97,"61,890",경상북도 포항북구 항구동
2022-03-15,포항자이 디오션,84.97,"58,680",경상북도 포항북구 항구동
2022-03-15,포항자이 디오션,84.92,"62,370",경상북도 포항북구 항구동
2022-03-15,포항자이 디오션,84.97,"59,720",경상북도 포항북구 항구동
2022-03-15,포항자이 디오션,84.97,"59,830",경상북도 포항북구 항구동
2022-03-15,포항자이 디오션,84.97,"60,860",경상북도 포항북구 항구동
2022-03-15,포항자이 디오션,84.92,"63,400",경상북도 포항북구 항구동
2022-03-15,KTX포항역 삼구 트리니엔,84.9947,"32,890",경상북도 포항북구 흥해읍 이인리
2022-03-15,KTX포항역 삼구 트리니엔,67.9916,"25,640",경상북도 포항북구 흥해읍 이인리
2022-03-15,KTX포항역 삼구 트리니엔,67.9916,"25,420",경상북도 포항북구 흥해읍 이인리
2022-03-15,한화 포레나 포항,84.8901,"36,580",경상북도 포항북구 흥해읍 이인리
2022-03-16,힐스테이트포항,74.8151,"27,391",경상북도 포항남구 오천읍 원리
2022-03-16,포항자이 애서턴,101.9361,"63,690",경상북도 포항북구 학잠동
2022-03-16,포항자이 디오션,84.85,"63,350",경상북도 포항북구 항구동
2022-03-16,포항자이 디오션,84.92,"63,400",경상북도 포항북구 항구동
2022-03-16,포항자이 디오션,84.92,"63,400",경상북도 포항북구 항구동
2022-03-16,포항자이 디오션,84.92,"63,500",경상북도 포항북구 항구동
2022-03-16,포항자이 디오션,84.92,"61,440",경상북도 포항북구 항구동
2022-03-16,포항자이 디오션,84.97,"58,680",경상북도 포항북구 항구동
2022-03-16,KTX포항역 삼구 트리니엔,84.9947,"32,390",경상북도 포항북구 흥해읍 이인리
2022-03-17,힐스테이트포항,59.9785,"22,919",경상북도 포항남구 오천읍 원리
2022-03-17,힐스테이트포항,74.8151,"27,553",경상북도 포항남구 오천읍 원리
2022-03-17,포항자이 애서턴,84.9409,"50,850",경상북도 포항북구 학잠동
2022-03-17,포항자이 애서턴,101.8942,"64,070",경상북도 포항북구 학잠동
2022-03-17,포항자이 애서턴,84.9409,"50,230",경상북도 포항북구 학잠동
2022-03-17,포항자이 애서턴,84.9409,"50,850",경상북도 포항북구 학잠동
2022-03-17,포항자이 애서턴,84.9409,"50,850",경상북도 포항북구 학잠동
2022-03-18,힐스테이트포항,84.8786,"30,430",경상북도 포항남구 오천읍 원리
2022-03-18,힐스테이트포항,59.9785,"21,725",경상북도 포항남구 오천읍 원리
2022-03-18,포항자이 디오션,84.97,"56,720",경상북도 포항북구 항구동
2022-03-18,포항자이 디오션,84.97,"63,320",경상북도 포항북구 항구동
2022-03-19,포항 아이파크,101.6515,"46,770",경상북도 포항남구 오천읍 용산리
2022-03-19,포항 아이파크,84.9913,"34,990",경상북도 포항남구 오천읍 용산리
2022-03-19,포항자이 애서턴,84.9253,"51,720",경상북도 포항북구 학잠동
2022-03-19,포항자이 디오션,84.92,"63,400",경상북도 포항북구 항구동
2022-03-19,한화 포레나 포항,84.5162,"35,300",경상북도 포항북구 흥해읍 이인리
2022-03-20,힐스테이트포항,74.8151,"27,341",경상북도 포항남구 오천읍 원리
2022-03-20,힐스테이트포항,59.9785,"22,749",경상북도 포항남구 오천읍 원리
2022-03-20,포항자이 애서턴,84.9146,"51,200",경상북도 포항북구 학잠동
2022-03-20,포항자이 애서턴,101.9744,"64,300",경상북도 포항북구 학잠동
2022-03-20,포항자이 디오션,84.97,"57,650",경상북도 포항북구 항구동
2022-03-20,포항자이 디오션,84.92,"65,050",경상북도 포항북구 항구동
2022-03-21,포항 아이파크,101.6515,"46,770",경상북도 포항남구 오천읍 용산리
2022-03-21,포항 아이파크,84.5134,"35,500",경상북도 포항남구 오천읍 용산리
2022-03-21,포항 양학 신원아침도시 퀘렌시아,84.9752,"34,318",경상북도 포항북구 득량동
2022-03-21,포항자이 애서턴,84.9146,"51,760",경상북도 포항북구 학잠동
2022-03-21,포항자이 애서턴,84.9146,"48,860",경상북도 포항북구 학잠동
2022-03-21,포항자이 애서턴,84.9146,"50,130",경상북도 포항북구 학잠동
2022-03-21,포항자이 애서턴,84.9146,"50,900",경상북도 포항북구 학잠동
2022-03-21,포항자이 디오션,84.97,"57,650",경상북도 포항북구 항구동
2022-03-21,포항자이 디오션,84.97,"58,680",경상북도 포항북구 항구동
2022-03-21,포항자이 디오션,84.92,"61,440",경상북도 포항북구 항구동
2022-03-21,포항자이 디오션,84.85,"63,780",경상북도 포항북구 항구동
2022-03-21,한화 포레나 포항,75.999,"31,400",경상북도 포항북구 흥해읍 이인리
2022-03-21,힐스테이트 초곡,76.843,"33,934",경상북도 포항북구 흥해읍 초곡리
2022-03-22,포항 아이파크,84.5134,"35,600",경상북도 포항남구 오천읍 용산리
2022-03-22,힐스테이트포항,74.8151,"26,257",경상북도 포항남구 오천읍 원리
2022-03-22,힐스테이트포항,59.9785,"21,234",경상북도 포항남구 오천읍 원리
2022-03-22,힐스테이트포항,59.9785,"21,234",경상북도 포항남구 오천읍 원리
2022-03-22,포항자이 애서턴,84.9253,"50,810",경상북도 포항북구 학잠동
2022-03-22,포항자이 디오션,84.92,"63,300",경상북도 포항북구 항구동
2022-03-22,한화 포레나 포항,84.8901,"34,800",경상북도 포항북구 흥해읍 이인리
2022-03-23,포항 아이파크,84.5134,"35,300",경상북도 포항남구 오천읍 용산리
2022-03-23,힐스테이트포항,84.8786,"28,619",경상북도 포항남구 오천읍 원리
2022-03-23,힐스테이트포항,84.9562,"29,539",경상북도 포항남구 오천읍 원리
2022-03-23,포항자이 애서턴,101.9744,"64,350",경상북도 포항북구 학잠동
2022-03-23,포항자이 애서턴,101.8942,"63,020",경상북도 포항북구 학잠동
2022-03-23,포항자이 애서턴,101.9744,"64,350",경상북도 포항북구 학잠동
2022-03-23,포항자이 디오션,84.92,"60,410",경상북도 포항북구 항구동
2022-03-23,KTX포항역 삼구 트리니엔,84.9947,"32,990",경상북도 포항북구 흥해읍 이인리
2022-03-23,한화 포레나 포항,84.8901,"33,820",경상북도 포항북구 흥해읍 이인리
2022-03-23,한화 포레나 포항,84.8901,"33,700",경상북도 포항북구 흥해읍 이인리
2022-03-24,힐스테이트포항,74.8151,"27,025",경상북도 포항남구 오천읍 원리
2022-03-24,포항자이 애서턴,101.9744,"64,250",경상북도 포항북구 학잠동
2022-03-24,포항자이 애서턴,84.9253,"51,720",경상북도 포항북구 학잠동
2022-03-24,포항자이 애서턴,84.9253,"50,080",경상북도 포항북구 학잠동
2022-03-24,흥해 서희스타힐스 더 캐슬,59.9558,"20,690",경상북도 포항북구 흥해읍 옥성리
2022-03-25,포항 아이파크,84.9913,"34,970",경상북도 포항남구 오천읍 용산리
2022-03-25,포항 아이파크,84.5134,"35,700",경상북도 포항남구 오천읍 용산리
2022-03-25,포항 아이파크,84.5134,"35,700",경상북도 포항남구 오천읍 용산리
2022-03-25,포항 아이파크,84.5134,"35,200",경상북도 포항남구 오천읍 용산리
2022-03-25,힐스테이트포항,84.8786,"28,415",경상북도 포항남구 오천읍 원리
2022-03-25,포항자이 애서턴,101.8942,"60,840",경상북도 포항북구 학잠동
2022-03-25,포항자이 디오션,84.92,"63,400",경상북도 포항북구 항구동
2022-03-25,포항자이 디오션,84.92,"63,400",경상북도 포항북구 항구동
2022-03-25,포항자이 디오션,84.92,"63,400",경상북도 포항북구 항구동
2022-03-26,포항자이 디오션,84.92,"64,950",경상북도 포항북구 항구동
2022-03-26,포항자이 디오션,84.97,"61,890",경상북도 포항북구 항구동
2022-03-26,한화 포레나 포항,84.8901,"34,800",경상북도 포항북구 흥해읍 이인리
2022-03-27,포항자이 애서턴,84.9146,"51,390",경상북도 포항북구 학잠동
2022-03-27,포항자이 디오션,84.97,"63,020",경상북도 포항북구 항구동
2022-03-27,포항자이 디오션,84.85,"64,230",경상북도 포항북구 항구동
2022-03-27,포항자이 디오션,84.97,"57,650",경상북도 포항북구 항구동
2022-03-27,포항자이 디오션,84.97,"65,150",경상북도 포항북구 항구동
2022-03-27,포항자이 디오션,84.92,"60,410",경상북도 포항북구 항구동
2022-03-27,포항자이 디오션,84.97,"59,620",경상북도 포항북구 항구동
2022-03-28,포항자이 디오션,84.97,"63,750",경상북도 포항북구 항구동
2022-03-28,포항자이 디오션,84.85,"62,320",경상북도 포항북구 항구동
2022-03-28,포항자이 디오션,84.92,"59,480",경상북도 포항북구 항구동
2022-03-29,포항 아이파크,84.5134,"35,500",경상북도 포항남구 오천읍 용산리
2022-03-29,포항자이 애서턴,101.9744,"65,000",경상북도 포항북구 학잠동
2022-03-29,포항자이 애서턴,125.9389,"77,190",경상북도 포항북구 학잠동
2022-03-29,포항자이 디오션,84.97,"57,650",경상북도 포항북구 항구동
2022-03-29,포항자이 디오션,84.85,"66,320",경상북도 포항북구 항구동
2022-03-29,한화 포레나 포항,84.8901,"36,300",경상북도 포항북구 흥해읍 이인리
2022-03-30,힐스테이트포항,84.8786,"31,261",경상북도 포항남구 오천읍 원리
2022-03-30,포항자이 애서턴,84.9146,"51,960",경상북도 포항북구 학잠동
2022-03-30,포항자이 애서턴,84.9253,"51,570",경상북도 포항북구 학잠동
2022-03-30,포항자이 디오션,84.92,"63,400",경상북도 포항북구 항구동
2022-03-30,포항자이 디오션,84.97,"56,720",경상북도 포항북구 항구동
2022-03-30,포항자이 디오션,84.92,"63,400",경상북도 포항북구 항구동
2022-03-30,KTX포항역 삼구 트리니엔,84.9947,"32,490",경상북도 포항북구 흥해읍 이인리
2022-03-30,한화 포레나 포항,84.8901,"34,800",경상북도 포항북구 흥해읍 이인리
2022-03-30,힐스테이트 초곡,84.856,"36,700",경상북도 포항북구 흥해읍 초곡리
2022-03-31,포항자이 애서턴,101.9744,"64,050",경상북도 포항북구 학잠동
2022-03-31,포항자이 애서턴,84.9253,"52,070",경상북도 포항북구 학잠동
2022-03-31,포항자이 디오션,84.92,"63,500",경상북도 포항북구 항구동
2022-03-31,한화 포레나 포항,75.999,"31,740",경상북도 포항북구 흥해읍 이인리
2022-03-31,한화 포레나 포항,75.999,"31,740",경상북도 포항북구 흥해읍 이인리
2022-03-31,한화 포레나 포항,59.953,"25,590",경상북도 포항북구 흥해읍 이인리
2022-04-01,포항 아이파크,84.5134,"35,650",경상북도 포항남구 오천읍 용산리
2022-04-01,포항 아이파크,84.5134,"35,550",경상북도 포항남구 오천읍 용산리
2022-04-01,포항자이 디오션,84.97,"57,750",경상북도 포항북구 항구동
2022-04-01,흥해 서희스타힐스 더 캐슬,74.9751,"22,495",경상북도 포항북구 흥해읍 옥성리
2022-04-01,한화 포레나 포항,84.8901,"35,200",경상북도 포항북구 흥해읍 이인리
2022-04-01,힐스테이트 초곡,84.856,"37,550",경상북도 포항북구 흥해읍 초곡리
2022-04-02,포항자이 디오션,84.92,"61,440",경상북도 포항북구 항구동
2022-04-02,힐스테이트 초곡,84.839,"36,500",경상북도 포항북구 흥해읍 초곡리
2022-04-03,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-04-04,힐스테이트포항,59.9785,"22,721",경상북도 포항남구 오천읍 원리
2022-04-04,포항자이 애서턴,84.9253,"51,820",경상북도 포항북구 학잠동
2022-04-04,흥해 서희스타힐스 더 캐슬,84.9477,"27,957",경상북도 포항북구 흥해읍 옥성리
2022-04-04,KTX포항역 삼구 트리니엔,84.9947,"33,890",경상북도 포항북구 흥해읍 이인리
2022-04-04,KTX포항역 삼구 트리니엔,84.9947,"33,890",경상북도 포항북구 흥해읍 이인리
2022-04-04,한화 포레나 포항,84.8901,"35,200",경상북도 포항북구 흥해읍 이인리
2022-04-04,한화 포레나 포항,84.8901,"35,000",경상북도 포항북구 흥해읍 이인리
2022-04-05,KTX포항역 삼구 트리니엔,59.9951,"24,210",경상북도 포항북구 흥해읍 이인리
2022-04-05,KTX포항역 삼구 트리니엔,84.9947,"33,500",경상북도 포항북구 흥해읍 이인리
2022-04-05,힐스테이트 초곡,84.856,"36,650",경상북도 포항북구 흥해읍 초곡리
2022-04-06,힐스테이트포항,74.8151,"25,187",경상북도 포항남구 오천읍 원리
2022-04-06,힐스테이트포항,74.8151,"26,031",경상북도 포항남구 오천읍 원리
2022-04-06,포항자이 애서턴,84.9253,"50,910",경상북도 포항북구 학잠동
2022-04-06,힐스테이트 초곡,74.638,"32,934",경상북도 포항북구 흥해읍 초곡리
2022-04-07,포항자이 디오션,84.85,"62,370",경상북도 포항북구 항구동
2022-04-07,흥해 서희스타힐스 더 캐슬,59.9874,"20,500",경상북도 포항북구 흥해읍 옥성리
2022-04-07,KTX포항역 삼구 트리니엔,67.9916,"24,820",경상북도 포항북구 흥해읍 이인리
2022-04-07,힐스테이트 초곡,59.983,"26,360",경상북도 포항북구 흥해읍 초곡리
2022-04-08,포항 아이파크,84.5134,"35,600",경상북도 포항남구 오천읍 용산리
2022-04-08,포항 아이파크,84.5134,"35,600",경상북도 포항남구 오천읍 용산리
2022-04-08,힐스테이트포항,84.8786,"29,099",경상북도 포항남구 오천읍 원리
2022-04-08,힐스테이트포항,74.8151,"27,411",경상북도 포항남구 오천읍 원리
2022-04-08,포항자이 디오션,84.92,"61,340",경상북도 포항북구 항구동
2022-04-08,한화 포레나 포항,84.8901,"37,220",경상북도 포항북구 흥해읍 이인리
2022-04-09,힐스테이트포항,74.8151,"26,601",경상북도 포항남구 오천읍 원리
2022-04-09,힐스테이트포항,74.8151,"26,601",경상북도 포항남구 오천읍 원리
2022-04-09,한화 포레나 포항,84.8901,"36,000",경상북도 포항북구 흥해읍 이인리
2022-04-09,힐스테이트 초곡,84.839,"37,575",경상북도 포항북구 흥해읍 초곡리
2022-04-10,힐스테이트포항,74.8151,"26,657",경상북도 포항남구 오천읍 원리
2022-04-10,포항자이 애서턴,84.9253,"51,820",경상북도 포항북구 학잠동
2022-04-10,흥해 서희스타힐스 더 캐슬,59.9558,"18,970",경상북도 포항북구 흥해읍 옥성리
2022-04-10,힐스테이트 초곡,74.638,"32,914",경상북도 포항북구 흥해읍 초곡리
2022-04-10,힐스테이트 초곡,74.638,"32,914",경상북도 포항북구 흥해읍 초곡리
2022-04-11,포항 아이파크,84.5134,"35,600",경상북도 포항남구 오천읍 용산리
2022-04-11,포항 아이파크,84.5134,"35,900",경상북도 포항남구 오천읍 용산리
2022-04-11,포항자이 애서턴,101.9361,"62,750",경상북도 포항북구 학잠동
2022-04-11,포항자이 애서턴,84.9253,"50,860",경상북도 포항북구 학잠동
2022-04-11,포항자이 디오션,84.92,"61,440",경상북도 포항북구 항구동
2022-04-11,한화 포레나 포항,84.8901,"35,000",경상북도 포항북구 흥해읍 이인리
2022-04-12,포항 아이파크,101.6515,"46,770",경상북도 포항남구 오천읍 용산리
2022-04-12,포항자이 애서턴,84.9146,"51,200",경상북도 포항북구 학잠동
2022-04-12,포항자이 애서턴,101.9526,"68,350",경상북도 포항북구 학잠동
2022-04-12,포항자이 애서턴,101.9744,"64,350",경상북도 포항북구 학잠동
2022-04-12,포항자이 디오션,84.97,"58,680",경상북도 포항북구 항구동
2022-04-12,힐스테이트 초곡,74.835,"32,900",경상북도 포항북구 흥해읍 초곡리
2022-04-13,포항 아이파크,84.5134,"35,700",경상북도 포항남구 오천읍 용산리
2022-04-13,힐스테이트포항,74.8151,"27,291",경상북도 포항남구 오천읍 원리
2022-04-13,포항자이 애서턴,84.9409,"51,050",경상북도 포항북구 학잠동
2022-04-13,포항자이 애서턴,84.9253,"51,720",경상북도 포항북구 학잠동
2022-04-13,포항자이 애서턴,101.9361,"64,190",경상북도 포항북구 학잠동
2022-04-13,포항자이 애서턴,84.9253,"50,080",경상북도 포항북구 학잠동
2022-04-13,포항자이 디오션,84.85,"64,300",경상북도 포항북구 항구동
2022-04-13,흥해 서희스타힐스 더 캐슬,84.9477,"26,585",경상북도 포항북구 흥해읍 옥성리
2022-04-13,힐스테이트 초곡,74.638,"32,300",경상북도 포항북구 흥해읍 초곡리
2022-04-14,포항 아이파크,84.5134,"35,700",경상북도 포항남구 오천읍 용산리
2022-04-14,포항자이 애서턴,101.9361,"63,960",경상북도 포항북구 학잠동
2022-04-14,KTX포항역 삼구 트리니엔,84.9947,"33,990",경상북도 포항북구 흥해읍 이인리
2022-04-14,힐스테이트 초곡,84.856,"37,109",경상북도 포항북구 흥해읍 초곡리
2022-04-15,포항 아이파크,84.5134,"36,000",경상북도 포항남구 오천읍 용산리
2022-04-15,포항 아이파크,84.5134,"36,100",경상북도 포항남구 오천읍 용산리
2022-04-15,포항 아이파크,84.5134,"35,550",경상북도 포항남구 오천읍 용산리
2022-04-15,포항 아이파크,84.5134,"35,600",경상북도 포항남구 오천읍 용산리
2022-04-15,힐스테이트포항,59.9785,"22,221",경상북도 포항남구 오천읍 원리
2022-04-15,힐스테이트포항,74.8151,"26,140",경상북도 포항남구 오천읍 원리
2022-04-15,KTX포항역 삼구 트리니엔,84.9947,"34,490",경상북도 포항북구 흥해읍 이인리
2022-04-15,한화 포레나 포항,84.8901,"35,200",경상북도 포항북구 흥해읍 이인리
2022-04-16,포항 아이파크,75.9101,"31,790",경상북도 포항남구 오천읍 용산리
2022-04-16,포항 양학 신원아침도시 퀘렌시아,84.77,"38,455",경상북도 포항북구 득량동
2022-04-16,포항자이 애서턴,101.8942,"64,070",경상북도 포항북구 학잠동
2022-04-16,포항자이 애서턴,84.9409,"50,400",경상북도 포항북구 학잠동
2022-04-16,포항자이 애서턴,101.9361,"63,990",경상북도 포항북구 학잠동
2022-04-17,포항 양학 신원아침도시 퀘렌시아,60.6372,"23,598",경상북도 포항북구 득량동
2022-04-18,포항 아이파크,84.5134,"35,550",경상북도 포항남구 오천읍 용산리
2022-04-18,포항 아이파크,84.5134,"35,550",경상북도 포항남구 오천읍 용산리
2022-04-18,포항 아이파크,84.5134,"35,450",경상북도 포항남구 오천읍 용산리
2022-04-18,포항 아이파크,84.5134,"35,600",경상북도 포항남구 오천읍 용산리
2022-04-18,포항자이 애서턴,101.8942,"62,030",경상북도 포항북구 학잠동
2022-04-18,포항자이 애서턴,84.9409,"49,650",경상북도 포항북구 학잠동
2022-04-18,포항자이 애서턴,101.8942,"61,780",경상북도 포항북구 학잠동
2022-04-18,포항자이 애서턴,84.9253,"51,620",경상북도 포항북구 학잠동
2022-04-18,포항자이 애서턴,84.9253,"50,860",경상북도 포항북구 학잠동
2022-04-18,포항자이 애서턴,101.8942,"62,680",경상북도 포항북구 학잠동
2022-04-18,한화 포레나 포항,84.8901,"36,000",경상북도 포항북구 흥해읍 이인리
2022-04-19,포항 아이파크,84.5134,"35,800",경상북도 포항남구 오천읍 용산리
2022-04-19,포항 아이파크,84.5134,"35,300",경상북도 포항남구 오천읍 용산리
2022-04-19,포항 아이파크,84.5134,"35,900",경상북도 포항남구 오천읍 용산리
2022-04-19,포항 아이파크,84.5134,"35,670",경상북도 포항남구 오천읍 용산리
2022-04-19,포항 아이파크,84.5134,"35,850",경상북도 포항남구 오천읍 용산리
2022-04-19,포항자이 애서턴,84.9253,"50,860",경상북도 포항북구 학잠동
2022-04-19,포항자이 애서턴,125.9389,"77,290",경상북도 포항북구 학잠동
2022-04-19,포항자이 애서턴,84.9253,"51,585",경상북도 포항북구 학잠동
2022-04-19,포항자이 애서턴,84.9409,"51,550",경상북도 포항북구 학잠동
2022-04-19,포항자이 애서턴,84.9253,"51,820",경상북도 포항북구 학잠동
2022-04-19,흥해 서희스타힐스 더 캐슬,74.9751,"25,230",경상북도 포항북구 흥해읍 옥성리
2022-04-19,KTX포항역 삼구 트리니엔,59.9951,"23,670",경상북도 포항북구 흥해읍 이인리
2022-04-20,포항자이 애서턴,101.9744,"64,050",경상북도 포항북구 학잠동
2022-04-20,포항자이 애서턴,84.9253,"50,100",경상북도 포항북구 학잠동
2022-04-20,흥해 서희스타힐스 더 캐슬,59.9925,"20,390",경상북도 포항북구 흥해읍 옥성리
2022-04-20,흥해 서희스타힐스 더 캐슬,59.9558,"20,490",경상북도 포항북구 흥해읍 옥성리
2022-04-20,한화 포레나 포항,84.5162,"34,700",경상북도 포항북구 흥해읍 이인리
2022-04-20,힐스테이트 초곡,59.76,"26,100",경상북도 포항북구 흥해읍 초곡리
2022-04-21,포항자이 애서턴,84.9146,"51,390",경상북도 포항북구 학잠동
2022-04-21,힐스테이트 초곡,76.843,"33,794",경상북도 포항북구 흥해읍 초곡리
2022-04-22,포항 아이파크,75.9101,"31,990",경상북도 포항남구 오천읍 용산리
2022-04-22,포항자이 애서턴,84.9253,"50,840",경상북도 포항북구 학잠동
2022-04-23,포항자이 애서턴,84.9409,"51,200",경상북도 포항북구 학잠동
2022-04-24,포항 아이파크,84.5134,"35,800",경상북도 포항남구 오천읍 용산리
2022-04-24,포항자이 애서턴,84.9253,"50,100",경상북도 포항북구 학잠동
2022-04-24,포항자이 디오션,84.92,"59,480",경상북도 포항북구 항구동
2022-04-24,흥해 서희스타힐스 더 캐슬,59.9874,"18,320",경상북도 포항북구 흥해읍 옥성리
2022-04-25,포항 아이파크,84.5134,"35,700",경상북도 포항남구 오천읍 용산리
2022-04-25,포항자이 애서턴,84.9253,"50,910",경상북도 포항북구 학잠동
2022-04-25,포항자이 애서턴,84.9146,"50,430",경상북도 포항북구 학잠동
2022-04-25,포항자이 애서턴,84.9253,"50,860",경상북도 포항북구 학잠동
2022-04-25,포항자이 애서턴,84.9146,"52,990",경상북도 포항북구 학잠동
2022-04-25,포항자이 디오션,84.97,"56,770",경상북도 포항북구 항구동
2022-04-25,포항자이 디오션,84.85,"61,290",경상북도 포항북구 항구동
2022-04-25,흥해 서희스타힐스 더 캐슬,59.9925,"20,090",경상북도 포항북구 흥해읍 옥성리
2022-04-25,힐스테이트 초곡,84.856,"36,900",경상북도 포항북구 흥해읍 초곡리
2022-04-26,포항자이 애서턴,84.9409,"48,900",경상북도 포항북구 학잠동
2022-04-26,포항자이 애서턴,84.9253,"51,720",경상북도 포항북구 학잠동
2022-04-26,포항자이 애서턴,84.9253,"53,260",경상북도 포항북구 학잠동
2022-04-26,KTX포항역 삼구 트리니엔,67.9916,"25,400",경상북도 포항북구 흥해읍 이인리
2022-04-26,KTX포항역 삼구 트리니엔,84.9947,"33,480",경상북도 포항북구 흥해읍 이인리
2022-04-26,힐스테이트 초곡,84.856,"35,970",경상북도 포항북구 흥해읍 초곡리
2022-04-27,포항 아이파크,101.6515,"46,340",경상북도 포항남구 오천읍 용산리
2022-04-27,포항 아이파크,84.5134,"35,300",경상북도 포항남구 오천읍 용산리
2022-04-27,포항자이 애서턴,84.9146,"50,900",경상북도 포항북구 학잠동
2022-04-27,힐스테이트 초곡,84.856,"35,900",경상북도 포항북구 흥해읍 초곡리
2022-04-27,힐스테이트 초곡,74.638,"32,500",경상북도 포항북구 흥해읍 초곡리
2022-04-27,힐스테이트 초곡,76.843,"33,450",경상북도 포항북구 흥해읍 초곡리
2022-04-28,포항 아이파크,84.5134,"35,100",경상북도 포항남구 오천읍 용산리
2022-04-28,포항 양학 신원아침도시 퀘렌시아,84.773,"34,639",경상북도 포항북구 득량동
2022-04-28,포항자이 애서턴,84.9146,"50,390",경상북도 포항북구 학잠동
2022-04-28,포항자이 애서턴,84.9146,"51,960",경상북도 포항북구 학잠동
2022-04-28,흥해 서희스타힐스 더 캐슬,59.9874,"18,766",경상북도 포항북구 흥해읍 옥성리
2022-04-28,KTX포항역 삼구 트리니엔,84.9947,"33,190",경상북도 포항북구 흥해읍 이인리
2022-04-29,포항 아이파크,84.5134,"35,420",경상북도 포항남구 오천읍 용산리
2022-04-29,포항 아이파크,84.5134,"35,600",경상북도 포항남구 오천읍 용산리
2022-04-29,힐스테이트포항,59.9785,"22,721",경상북도 포항남구 오천읍 원리
2022-04-30,한화 포레나 포항,75.999,"34,397",경상북도 포항북구 흥해읍 이인리
2022-04-30,힐스테이트 초곡,59.76,"26,674",경상북도 포항북구 흥해읍 초곡리
2022-05-01,포항자이 애서턴,84.9253,"50,300",경상북도 포항북구 학잠동
2022-05-02,힐스테이트포항,84.8786,"30,822",경상북도 포항남구 오천읍 원리
2022-05-02,포항 양학 신원아침도시 퀘렌시아,109.2668,"46,790",경상북도 포항북구 득량동
2022-05-02,포항자이 애서턴,84.9253,"50,840",경상북도 포항북구 학잠동
2022-05-02,포항자이 디오션,84.97,"63,450",경상북도 포항북구 항구동
2022-05-02,흥해 서희스타힐스 더 캐슬,59.9558,"20,640",경상북도 포항북구 흥해읍 옥성리
2022-05-02,KTX포항역 삼구 트리니엔,84.9947,"34,240",경상북도 포항북구 흥해읍 이인리
2022-05-03,포항자이 애서턴,84.9253,"50,100",경상북도 포항북구 학잠동
2022-05-04,힐스테이트포항,84.8786,"30,872",경상북도 포항남구 오천읍 원리
2022-05-04,한화 포레나 포항,75.999,"31,400",경상북도 포항북구 흥해읍 이인리
2022-05-04,힐스테이트 초곡,84.856,"36,900",경상북도 포항북구 흥해읍 초곡리
2022-05-05,힐스테이트포항,74.8151,"28,348",경상북도 포항남구 오천읍 원리
2022-05-05,힐스테이트포항,74.8151,"26,992",경상북도 포항남구 오천읍 원리
2022-05-05,힐스테이트 초곡,84.839,"36,500",경상북도 포항북구 흥해읍 초곡리
2022-05-06,힐스테이트포항,59.9785,"21,547",경상북도 포항남구 오천읍 원리
2022-05-06,한화 포레나 포항,59.953,"26,200",경상북도 포항북구 흥해읍 이인리
2022-05-08,힐스테이트 초곡,84.856,"36,700",경상북도 포항북구 흥해읍 초곡리
2022-05-09,한화 포레나 포항,109.4477,"50,860",경상북도 포항북구 흥해읍 이인리
2022-05-10,한화 포레나 포항,84.8901,"35,980",경상북도 포항북구 흥해읍 이인리
2022-05-11,포항 양학 신원아침도시 퀘렌시아,60.64,"24,196",경상북도 포항북구 득량동
2022-05-12,포항자이 애서턴,101.9361,"62,750",경상북도 포항북구 학잠동
2022-05-12,포항자이 애서턴,101.9361,"62,750",경상북도 포항북구 학잠동
2022-05-12,힐스테이트 초곡,84.839,"37,150",경상북도 포항북구 흥해읍 초곡리
