계약일,단지명,전용면적,거래금액(만원),층,시군구
2022-02-08,포항자이 애서턴,101.89,63920,21,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.93,51060,16,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.93,50860,15,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.91,50430,9,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.93,51620,20,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.93,50860,14,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.91,51960,21,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.93,50960,18,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.93,50100,8,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.93,50860,10,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.94,51150,26,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.97,56860,1,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,101.89,63120,17,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.91,51440,34,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,101.97,64250,32,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,101.94,62950,19,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,101.97,64350,35,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.91,51440,36,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,84.93,50860,11,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,101.95,69110,3,경상북도 포항북구 학잠동
2022-02-09,포항자이 애서턴,101.97,64350,36,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.97,64750,23,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.93,51620,26,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.91,50540,12,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.94,51150,22,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.97,64400,25,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.97,64400,26,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.89,63020,10,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.91,52110,23,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.93,50860,11,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.93,51620,20,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.94,51150,38,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.91,51200,17,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.89,63240,18,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.94,63990,35,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.91,51305,26,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.89,64270,26,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,101.94,63990,36,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.93,50100,9,경상북도 포항북구 학잠동
2022-02-10,포항자이 애서턴,84.91,51440,27,경상북도 포항북구 학잠동
2022-02-11,포항자이 애서턴,84.94,48850,4,경상북도 포항북구 학잠동
2022-02-11,포항자이 애서턴,101.95,66630,1,경상북도 포항북구 학잠동
2022-02-12,포항자이 애서턴,101.97,61460,4,경상북도 포항북구 학잠동
2022-02-12,포항자이 애서턴,84.94,47150,1,경상북도 포항북구 학잠동
2022-02-13,포항자이 애서턴,84.93,50960,13,경상북도 포항북구 학잠동
2022-02-13,포항자이 애서턴,84.91,51910,32,경상북도 포항북구 학잠동
2022-02-13,포항자이 애서턴,84.93,51720,25,경상북도 포항북구 학잠동
2022-02-13,포항자이 애서턴,84.93,51620,25,경상북도 포항북구 학잠동
2022-02-14,포항자이 애서턴,84.93,51720,28,경상북도 포항북구 학잠동
2022-02-14,포항자이 애서턴,101.89,63970,26,경상북도 포항북구 학잠동
2022-02-15,포항자이 애서턴,84.93,51470,29,경상북도 포항북구 학잠동
2022-02-15,포항자이 애서턴,84.94,51250,31,경상북도 포항북구 학잠동
2022-02-15,포항자이 애서턴,101.94,63990,22,경상북도 포항북구 학잠동
2022-02-15,포항자이 애서턴,84.93,50100,9,경상북도 포항북구 학잠동
2022-02-16,포항자이 애서턴,84.93,50080,7,경상북도 포항북구 학잠동
2022-02-17,포항자이 애서턴,84.93,50860,16,경상북도 포항북구 학잠동
2022-02-17,포항자이 애서턴,84.93,51620,21,경상북도 포항북구 학잠동
2022-02-17,포항자이 애서턴,84.93,51720,24,경상북도 포항북구 학잠동
2022-02-18,포항자이 애서턴,101.97,65000,37,경상북도 포항북구 학잠동
2022-02-18,포항자이 애서턴,101.95,68810,3,경상북도 포항북구 학잠동
2022-02-18,포항자이 애서턴,84.91,51180,12,경상북도 포항북구 학잠동
2022-02-18,포항자이 애서턴,101.89,63920,28,경상북도 포항북구 학잠동
2022-02-18,포항자이 애서턴,84.93,50860,14,경상북도 포항북구 학잠동
2022-02-18,포항자이 애서턴,101.89,64170,27,경상북도 포항북구 학잠동
2022-02-19,포항자이 애서턴,84.93,51620,23,경상북도 포항북구 학잠동
2022-02-19,포항자이 애서턴,84.93,50810,13,경상북도 포항북구 학잠동
2022-02-19,포항자이 애서턴,84.91,51960,35,경상북도 포항북구 학잠동
2022-02-19,포항자이 애서턴,101.89,63020,17,경상북도 포항북구 학잠동
2022-02-19,포항자이 애서턴,101.89,63020,18,경상북도 포항북구 학잠동
2022-02-20,포항자이 애서턴,84.94,51150,30,경상북도 포항북구 학잠동
2022-02-20,포항자이 애서턴,84.93,51570,23,경상북도 포항북구 학잠동
2022-02-21,포항자이 애서턴,101.97,64015,18,경상북도 포항북구 학잠동
2022-02-22,포항자이 애서턴,84.93,51620,20,경상북도 포항북구 학잠동
2022-02-22,포항자이 애서턴,101.89,63020,13,경상북도 포항북구 학잠동
2022-02-22,포항자이 애서턴,101.97,64050,23,경상북도 포항북구 학잠동
2022-02-22,포항자이 애서턴,84.91,51440,29,경상북도 포항북구 학잠동
2022-02-22,포항자이 애서턴,84.93,51820,25,경상북도 포항북구 학잠동
2022-02-23,포항자이 애서턴,84.91,51340,29,경상북도 포항북구 학잠동
2022-02-23,포항자이 애서턴,84.93,51620,25,경상북도 포항북구 학잠동
2022-02-23,포항자이 애서턴,84.93,50100,7,경상북도 포항북구 학잠동
2022-02-24,포항자이 애서턴,101.89,60200,2,경상북도 포항북구 학잠동
2022-02-24,포항자이 애서턴,84.93,51620,21,경상북도 포항북구 학잠동
2022-02-24,포항자이 애서턴,84.93,51920,30,경상북도 포항북구 학잠동
2022-02-24,포항자이 애서턴,101.89,64170,22,경상북도 포항북구 학잠동
2022-02-25,포항자이 애서턴,84.93,51620,26,경상북도 포항북구 학잠동
2022-02-25,포항자이 애서턴,84.93,51600,25,경상북도 포항북구 학잠동
2022-02-25,포항자이 애서턴,84.93,51620,24,경상북도 포항북구 학잠동
2022-02-25,포항자이 애서턴,84.94,49650,7,경상북도 포항북구 학잠동
2022-02-25,포항자이 애서턴,84.91,51140,29,경상북도 포항북구 학잠동
2022-02-25,포항자이 애서턴,84.93,50000,8,경상북도 포항북구 학잠동
2022-02-26,포항자이 애서턴,84.91,51440,38,경상북도 포항북구 학잠동
2022-02-26,포항자이 애서턴,84.93,49240,4,경상북도 포항북구 학잠동
2022-02-26,포항자이 애서턴,84.91,51140,21,경상북도 포항북구 학잠동
2022-02-26,포항자이 애서턴,84.91,49670,4,경상북도 포항북구 학잠동
2022-02-26,포항자이 애서턴,84.93,51620,25,경상북도 포항북구 학잠동
2022-02-26,포항자이 애서턴,125.94,78340,24,경상북도 포항북구 학잠동
2022-02-26,포항자이 애서턴,84.93,50100,8,경상북도 포항북구 학잠동
2022-02-26,포항자이 애서턴,84.93,51620,26,경상북도 포항북구 학잠동
2022-02-27,포항자이 애서턴,84.93,50860,16,경상북도 포항북구 학잠동
2022-02-27,포항자이 애서턴,101.89,61780,9,경상북도 포항북구 학잠동
2022-02-28,포항자이 애서턴,125.94,78540,26,경상북도 포항북구 학잠동
2022-02-28,포항자이 애서턴,84.91,51960,26,경상북도 포항북구 학잠동
2022-02-28,포항자이 애서턴,101.89,64170,22,경상북도 포항북구 학잠동
2022-02-28,포항자이 애서턴,84.93,51264,18,경상북도 포항북구 학잠동
2022-02-28,포항자이 애서턴,84.91,51094,14,경상북도 포항북구 학잠동
2022-02-28,포항자이 애서턴,84.93,50050,9,경상북도 포항북구 학잠동
2022-02-28,포항자이 애서턴,101.89,62030,7,경상북도 포항북구 학잠동
2022-02-28,포항자이 애서턴,84.93,49310,3,경상북도 포항북구 학잠동
2022-02-28,포항자이 애서턴,84.93,49290,4,경상북도 포항북구 학잠동
2022-02-28,포항자이 애서턴,84.93,51670,28,경상북도 포항북구 학잠동
2022-03-01,포항자이 애서턴,84.93,51820,28,경상북도 포항북구 학잠동
2022-03-01,포항자이 애서턴,101.89,63020,11,경상북도 포항북구 학잠동
2022-03-01,포항자이 애서턴,84.91,51960,30,경상북도 포항북구 학잠동
2022-03-01,포항자이 애서턴,84.93,50080,9,경상북도 포항북구 학잠동
2022-03-01,포항자이 애서턴,84.93,50000,5,경상북도 포항북구 학잠동
2022-03-01,포항자이 애서턴,84.93,51620,24,경상북도 포항북구 학잠동
2022-03-01,포항자이 애서턴,125.94,78640,28,경상북도 포항북구 학잠동
2022-03-01,포항자이 애서턴,84.93,51620,27,경상북도 포항북구 학잠동
2022-03-02,포항자이 애서턴,84.93,51620,30,경상북도 포항북구 학잠동
2022-03-02,포항자이 애서턴,84.91,51910,28,경상북도 포항북구 학잠동
2022-03-02,포항자이 애서턴,84.93,49900,5,경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,101.97,64350,27,경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,125.94,77240,17,경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,84.93,50200,7,경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,84.93,51720,26,경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,84.93,51520,20,경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,101.97,64950,34,경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,84.93,51620,23,경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,101.89,60150,2,경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,101.89,63120,18,경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,84.93,51670,20,경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,84.93,51320,21,경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,101.89,62720,16,경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,84.91,51960,38,경상북도 포항북구 학잠동
2022-03-03,포항자이 애서턴,125.94,78540,28,경상북도 포항북구 학잠동
2022-03-04,포항자이 애서턴,84.93,50860,14,경상북도 포항북구 학잠동
2022-03-04,포항자이 애서턴,84.93,50080,6,경상북도 포항북구 학잠동
2022-03-04,포항자이 애서턴,101.97,65000,30,경상북도 포항북구 학잠동
2022-03-04,포항자이 애서턴,84.93,50840,13,경상북도 포항북구 학잠동
2022-03-04,포항자이 애서턴,125.94,77290,18,경상북도 포항북구 학잠동
2022-03-05,포항자이 애서턴,84.93,51720,29,경상북도 포항북구 학잠동
2022-03-06,포항자이 애서턴,84.93,50000,6,경상북도 포항북구 학잠동
2022-03-06,포항자이 애서턴,101.95,70300,3,경상북도 포항북구 학잠동
2022-03-06,포항자이 애서턴,84.93,49800,6,경상북도 포항북구 학잠동
2022-03-07,포항자이 애서턴,101.89,64070,20,경상북도 포항북구 학잠동
2022-03-08,포항자이 애서턴,125.94,77390,14,경상북도 포항북구 학잠동
2022-03-08,포항자이 애서턴,84.91,50640,18,경상북도 포항북구 학잠동
2022-03-09,포항자이 애서턴,84.91,51140,23,경상북도 포항북구 학잠동
2022-03-09,포항자이 애서턴,84.93,50810,16,경상북도 포항북구 학잠동
2022-03-09,포항자이 애서턴,84.91,52060,29,경상북도 포항북구 학잠동
2022-03-10,포항자이 애서턴,84.93,52020,30,경상북도 포항북구 학잠동
2022-03-10,포항자이 애서턴,101.97,64150,34,경상북도 포항북구 학잠동
2022-03-10,포항자이 애서턴,84.91,51420,20,경상북도 포항북구 학잠동
2022-03-10,포항자이 애서턴,84.93,47470,1,경상북도 포항북구 학잠동
2022-03-10,포항자이 애서턴,84.91,50590,14,경상북도 포항북구 학잠동
2022-03-11,포항자이 애서턴,84.91,51200,18,경상북도 포항북구 학잠동
2022-03-12,포항자이 애서턴,101.89,62080,9,경상북도 포항북구 학잠동
2022-03-12,포항자이 애서턴,84.91,47690,1,경상북도 포항북구 학잠동
2022-03-13,포항자이 애서턴,84.93,51720,27,경상북도 포항북구 학잠동
2022-03-14,포항자이 애서턴,101.97,62160,6,경상북도 포항북구 학잠동
2022-03-14,포항자이 애서턴,84.91,51170,15,경상북도 포항북구 학잠동
2022-03-14,포항자이 애서턴,84.93,51620,25,경상북도 포항북구 학잠동
2022-03-14,포항자이 애서턴,84.91,50900,10,경상북도 포항북구 학잠동
2022-03-15,포항자이 애서턴,84.93,47270,1,경상북도 포항북구 학잠동
2022-03-16,포항자이 애서턴,101.94,63690,31,경상북도 포항북구 학잠동
2022-03-17,포항자이 애서턴,101.89,64070,27,경상북도 포항북구 학잠동
2022-03-17,포항자이 애서턴,84.94,50230,6,경상북도 포항북구 학잠동
2022-03-17,포항자이 애서턴,84.94,50850,33,경상북도 포항북구 학잠동
2022-03-17,포항자이 애서턴,84.94,50850,37,경상북도 포항북구 학잠동
2022-03-19,포항자이 애서턴,84.93,51720,24,경상북도 포항북구 학잠동
2022-03-20,포항자이 애서턴,101.97,64300,34,경상북도 포항북구 학잠동
2022-03-20,포항자이 애서턴,84.91,51200,12,경상북도 포항북구 학잠동
2022-03-21,포항자이 애서턴,84.91,51760,30,경상북도 포항북구 학잠동
2022-03-21,포항자이 애서턴,84.91,50900,19,경상북도 포항북구 학잠동
2022-03-21,포항자이 애서턴,84.91,48860,2,경상북도 포항북구 학잠동
2022-03-21,포항자이 애서턴,84.91,50130,7,경상북도 포항북구 학잠동
2022-03-22,포항자이 애서턴,84.93,50810,10,경상북도 포항북구 학잠동
2022-03-23,포항자이 애서턴,101.97,64350,37,경상북도 포항북구 학잠동
2022-03-23,포항자이 애서턴,101.89,63020,12,경상북도 포항북구 학잠동
2022-03-24,포항자이 애서턴,84.93,50080,8,경상북도 포항북구 학잠동
2022-03-24,포항자이 애서턴,101.97,64250,32,경상북도 포항북구 학잠동
2022-03-24,포항자이 애서턴,84.93,51720,29,경상북도 포항북구 학잠동
2022-03-25,포항자이 애서턴,101.89,60840,3,경상북도 포항북구 학잠동
2022-03-27,포항자이 애서턴,84.91,51390,34,경상북도 포항북구 학잠동
2022-03-29,포항자이 애서턴,101.97,65000,23,경상북도 포항북구 학잠동
2022-03-29,포항자이 애서턴,125.94,77190,10,경상북도 포항북구 학잠동
2022-03-30,포항자이 애서턴,84.91,51960,34,경상북도 포항북구 학잠동
2022-03-30,포항자이 애서턴,84.93,51570,22,경상북도 포항북구 학잠동
2022-03-31,포항자이 애서턴,84.93,52070,22,경상북도 포항북구 학잠동
2022-03-31,포항자이 애서턴,101.97,64050,30,경상북도 포항북구 학잠동
2022-04-03,포항자이 애서턴,84.93,51620,21,경상북도 포항북구 학잠동
2022-04-04,포항자이 애서턴,84.93,51820,22,경상북도 포항북구 학잠동
2022-04-06,포항자이 애서턴,84.93,50910,13,경상북도 포항북구 학잠동
2022-04-10,포항자이 애서턴,84.93,51820,26,경상북도 포항북구 학잠동
2022-04-11,포항자이 애서턴,84.93,50860,10,경상북도 포항북구 학잠동
2022-04-11,포항자이 애서턴,101.94,62750,18,경상북도 포항북구 학잠동
2022-04-12,포항자이 애서턴,84.91,51200,17,경상북도 포항북구 학잠동
2022-04-12,포항자이 애서턴,101.97,64350,30,경상북도 포항북구 학잠동
2022-04-12,포항자이 애서턴,101.95,68350,2,경상북도 포항북구 학잠동
2022-04-13,포항자이 애서턴,84.93,50080,6,경상북도 포항북구 학잠동
2022-04-13,포항자이 애서턴,84.94,51050,22,경상북도 포항북구 학잠동
2022-04-13,포항자이 애서턴,84.93,51720,22,경상북도 포항북구 학잠동
2022-04-13,포항자이 애서턴,101.94,64190,34,경상북도 포항북구 학잠동
2022-04-14,포항자이 애서턴,101.94,63960,24,경상북도 포항북구 학잠동
2022-04-16,포항자이 애서턴,101.94,63990,33,경상북도 포항북구 학잠동
2022-04-16,포항자이 애서턴,84.94,50400,14,경상북도 포항북구 학잠동
2022-04-16,포항자이 애서턴,101.89,64070,25,경상북도 포항북구 학잠동
2022-04-18,포항자이 애서턴,101.89,61780,5,경상북도 포항북구 학잠동
2022-04-18,포항자이 애서턴,84.93,50860,12,경상북도 포항북구 학잠동
2022-04-18,포항자이 애서턴,101.89,62680,7,경상북도 포항북구 학잠동
2022-04-18,포항자이 애서턴,84.93,51620,28,경상북도 포항북구 학잠동
2022-04-18,포항자이 애서턴,101.89,62030,6,경상북도 포항북구 학잠동
2022-04-18,포항자이 애서턴,84.94,49650,6,경상북도 포항북구 학잠동
2022-04-19,포항자이 애서턴,84.93,51820,27,경상북도 포항북구 학잠동
2022-04-19,포항자이 애서턴,125.94,77290,19,경상북도 포항북구 학잠동
2022-04-19,포항자이 애서턴,84.94,51550,25,경상북도 포항북구 학잠동
2022-04-19,포항자이 애서턴,84.93,51585,32,경상북도 포항북구 학잠동
2022-04-19,포항자이 애서턴,84.93,50860,15,경상북도 포항북구 학잠동
2022-04-20,포항자이 애서턴,101.97,64050,25,경상북도 포항북구 학잠동
2022-04-20,포항자이 애서턴,84.93,50100,8,경상북도 포항북구 학잠동
2022-04-21,포항자이 애서턴,84.91,51390,37,경상북도 포항북구 학잠동
2022-04-22,포항자이 애서턴,84.93,50840,12,경상북도 포항북구 학잠동
2022-04-23,포항자이 애서턴,84.94,51200,37,경상북도 포항북구 학잠동
2022-04-24,포항자이 애서턴,84.93,50100,5,경상북도 포항북구 학잠동
2022-04-25,포항자이 애서턴,84.93,50910,17,경상북도 포항북구 학잠동
2022-04-25,포항자이 애서턴,84.91,50430,8,경상북도 포항북구 학잠동
2022-04-25,포항자이 애서턴,84.93,50860,19,경상북도 포항북구 학잠동
2022-04-25,포항자이 애서턴,84.91,52990,14,경상북도 포항북구 학잠동
2022-04-26,포항자이 애서턴,84.93,51720,31,경상북도 포항북구 학잠동
2022-04-26,포항자이 애서턴,84.94,48900,3,경상북도 포항북구 학잠동
2022-04-26,포항자이 애서턴,84.93,53260,18,경상북도 포항북구 학잠동
2022-04-27,포항자이 애서턴,84.91,50900,12,경상북도 포항북구 학잠동
2022-04-28,포항자이 애서턴,84.91,51960,24,경상북도 포항북구 학잠동
2022-04-28,포항자이 애서턴,84.91,50390,11,경상북도 포항북구 학잠동
2022-05-01,포항자이 애서턴,84.93,50300,9,경상북도 포항북구 학잠동
2022-05-02,포항자이 애서턴,84.93,50840,12,경상북도 포항북구 학잠동
2022-05-03,포항자이 애서턴,84.93,50100,8,경상북도 포항북구 학잠동
2022-05-12,포항자이 애서턴,101.94,62750,14,경상북도 포항북구 학잠동
2022-05-13,포항자이 애서턴,84.94,50050,9,경상북도 포항북구 학잠동
2022-05-13,포항자이 애서턴,101.95,68730,2,경상북도 포항북구 학잠동
2022-05-16,포항자이 애서턴,101.97,64350,35,경상북도 포항북구 학잠동
2022-05-16,포항자이 애서턴,101.97,65150,35,경상북도 포항북구 학잠동
2022-05-17,포항자이 애서턴,84.93,50810,15,경상북도 포항북구 학잠동
2022-05-17,포항자이 애서턴,84.94,49650,7,경상북도 포항북구 학잠동
2022-05-17,포항자이 애서턴,84.93,51720,22,경상북도 포항북구 학잠동
2022-05-18,포항자이 애서턴,84.93,51920,25,경상북도 포항북구 학잠동
2022-05-18,포항자이 애서턴,84.94,50100,19,경상북도 포항북구 학잠동
2022-05-19,포항자이 애서턴,84.93,51820,29,경상북도 포항북구 학잠동
2022-05-23,포항자이 애서턴,84.93,50960,12,경상북도 포항북구 학잠동
2022-05-23,포항자이 애서턴,84.93,51710,12,경상북도 포항북구 학잠동
2022-05-24,포항자이 애서턴,84.93,52120,21,경상북도 포항북구 학잠동
2022-05-25,포항자이 애서턴,84.94,51150,27,경상북도 포항북구 학잠동
2022-06-04,포항자이 애서턴,101.94,62850,18,경상북도 포항북구 학잠동
2022-06-04,포항자이 애서턴,84.93,49340,3,경상북도 포항북구 학잠동
2022-06-06,포항자이 애서턴,101.97,64800,21,경상북도 포항북구 학잠동
2022-06-06,포항자이 애서턴,101.97,64350,34,경상북도 포항북구 학잠동
2022-06-08,포항자이 애서턴,84.93,51452,17,경상북도 포항북구 학잠동
2022-06-09,포항자이 애서턴,84.93,50960,14,경상북도 포항북구 학잠동
2022-06-10,포항자이 애서턴,84.94,51250,28,경상북도 포항북구 학잠동
2022-06-11,포항자이 애서턴,84.93,51720,27,경상북도 포항북구 학잠동
2022-06-14,포항자이 애서턴,101.89,64170,25,경상북도 포항북구 학잠동
2022-06-14,포항자이 애서턴,101.89,65859,25,경상북도 포항북구 학잠동
2022-06-14,포항자이 애서턴,101.89,65760,25,경상북도 포항북구 학잠동
2022-06-20,포항자이 애서턴,84.93,50810,19,경상북도 포항북구 학잠동
2022-06-25,포항자이 애서턴,84.93,50960,19,경상북도 포항북구 학잠동
2022-06-27,포항자이 애서턴,84.93,51720,27,경상북도 포항북구 학잠동
2022-07-01,포항자이 애서턴,125.94,73899,2,경상북도 포항북구 학잠동
2022-07-02,포항자이 애서턴,84.93,53173,27,경상북도 포항북구 학잠동
2022-07-03,포항자이 애서턴,84.93,49203,2,경상북도 포항북구 학잠동
2022-07-04,포항자이 애서턴,84.93,52363,22,경상북도 포항북구 학잠동
2022-07-04,포항자이 애서턴,84.93,50860,16,경상북도 포항북구 학잠동
2022-07-04,포항자이 애서턴,84.93,50860,12,경상북도 포항북구 학잠동
2022-07-07,포항자이 애서턴,84.93,51570,28,경상북도 포항북구 학잠동
2022-07-07,포항자이 애서턴,84.93,51705,28,경상북도 포항북구 학잠동
2022-07-08,포항자이 애서턴,84.93,51720,28,경상북도 포항북구 학잠동
2022-07-08,포항자이 애서턴,84.93,52200,28,경상북도 포항북구 학잠동
2022-07-11,포항자이 애서턴,84.91,52360,17,경상북도 포항북구 학잠동
2022-07-11,포항자이 애서턴,84.93,50502,4,경상북도 포항북구 학잠동
2022-07-13,포항자이 애서턴,84.91,52363,33,경상북도 포항북구 학잠동
2022-07-13,포항자이 애서턴,125.94,75930,5,경상북도 포항북구 학잠동
2022-07-13,포항자이 애서턴,125.94,75930,6,경상북도 포항북구 학잠동
2022-07-13,포항자이 애서턴,84.93,51475,14,경상북도 포항북구 학잠동
2022-07-13,포항자이 애서턴,84.91,52160,38,경상북도 포항북구 학잠동
2022-07-15,포항자이 애서턴,84.93,52345,25,경상북도 포항북구 학잠동
2022-07-15,포항자이 애서턴,101.89,65524,27,경상북도 포항북구 학잠동
2022-07-25,포항자이 애서턴,84.91,51866,23,경상북도 포항북구 학잠동
2022-08-01,포항자이 애서턴,125.94,80350,17,경상북도 포항북구 학잠동
2022-08-08,포항자이 애서턴,84.93,49040,4,경상북도 포항북구 학잠동
2022-08-09,포항자이 애서턴,84.94,48435,8,경상북도 포항북구 학잠동
2022-08-17,포항자이 애서턴,84.91,49160,2,경상북도 포항북구 학잠동
2022-09-07,포항자이 애서턴,101.97,64775,25,경상북도 포항북구 학잠동
2022-09-07,포항자이 애서턴,125.94,76690,5,경상북도 포항북구 학잠동
2022-09-13,포항자이 애서턴,101.97,63571,17,경상북도 포항북구 학잠동
2022-09-13,포항자이 애서턴,101.94,61834,3,경상북도 포항북구 학잠동
2022-09-13,포항자이 애서턴,101.97,65578,31,경상북도 포항북구 학잠동
2022-09-14,포항자이 애서턴,101.97,63865,12,경상북도 포항북구 학잠동
2022-09-15,포항자이 애서턴,101.89,61940,6,경상북도 포항북구 학잠동
2022-09-22,포항자이 애서턴,84.91,50900,14,경상북도 포항북구 학잠동
2022-09-22,포항자이 애서턴,84.91,53240,14,경상북도 포항북구 학잠동
2022-09-23,포항자이 애서턴,84.91,51669,35,경상북도 포항북구 학잠동
2022-09-23,포항자이 애서턴,84.93,51153,5,경상북도 포항북구 학잠동
2022-09-29,포항자이 애서턴,84.91,49335,4,경상북도 포항북구 학잠동
2022-10-07,포항자이 애서턴,84.93,48780,2,경상북도 포항북구 학잠동
2022-10-11,포항자이 애서턴,101.94,64361,10,경상북도 포항북구 학잠동
2023-01-03,포항자이 애서턴,84.93,50482,9,경상북도 포항북구 학잠동
2023-01-06,포항자이 애서턴,101.89,65524,27,경상북도 포항북구 학잠동
2023-01-09,포항자이 애서턴,84.91,53012,37,경상북도 포항북구 학잠동
2023-02-15,포항자이 애서턴,84.93,50378,6,경상북도 포항북구 학잠동
2023-02-18,포항자이 애서턴,84.94,46354,5,경상북도 포항북구 학잠동
2023-02-20,포항자이 애서턴,84.93,50935,23,경상북도 포항북구 학잠동
2023-03-10,포항자이 애서턴,84.93,51540,18,경상북도 포항북구 학잠동
2023-03-13,포항자이 애서턴,84.93,49800,9,경상북도 포항북구 학잠동
2023-05-05,포항자이 애서턴,84.93,52628,21,경상북도 포항북구 학잠동
